Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality
center_studies,center_studies,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
jamac78316414,jamac78316414,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
AmalSaher,AmalSaher,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
siteintelgroup,siteintelgroup,,9,Mentions,6,9,6,0.332362,0.353697,0.000414,0,0,0.4,6,0.056809
algutah1991,algutah1991,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
SafaricomLtd,SafaricomLtd,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
htrddjt,htrddjt,,9,Mentions,2,9,7,0.235533,0.241683,0,25,0,1,1,0.00179
Lina24379244,Lina24379244,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
ChcIL_,ChcIL_,,4,Mentions,1,4,6,0.310938,0.332784,0,15,0,0,0,0.03032
insensibles79,insensibles79,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
fifacom_ar,fifacom_ar,,1,Mentions,1,1,7,0.245913,0.255399,0,6,0,0,0,0.00173
oobaida_ooo,oobaida_ooo,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
RizwanSajid8,RizwanSajid8,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
abuhumayra5,abuhumayra5,,2,Mentions,2,2,7,0.252518,0.260754,0.000016,25,0,0,0,0.003621
barbarastarrcnn,barbarastarrcnn,,1,Mentions,1,1,7,0.262661,0.271719,0,3,0,0,0,0.003801
skxxx50,skxxx50,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
itele,itele,,2,Mentions,2,2,6,0.31656,0.340163,0,3,0,1,1,0.03717
abuhumayra4,abuhumayra4,,157,Mentions; User,90,157,6,0.345804,0.370485,0.037553,8,0,0.003995,16,0.097008
Javed_Kayani,Javed_Kayani,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
c0n0fj1had4,c0n0fj1had4,,1,Mentions,1,1,6,0.258617,0.266757,0,10,0,0,0,0.003791
freeOurSisters1,freeOurSisters1,,14,Mentions,3,14,6,0.295315,0.309661,0.000216,12,0,0,0,0.01528
chupachup8,chupachup8,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AbuSafiyyahMW,AbuSafiyyahMW,,5,Mentions,2,5,6,0.31662,0.339413,0,3,0,1,1,0.036307
frontlinepbs,frontlinepbs,,1,Mentions,1,1,7,0.254089,0.263841,0,3,0,0,0,0.002729
J0SEPHST4LIN,J0SEPHST4LIN,,1,Mentions,1,1,7,0.235382,0.241129,0,25,0,0,0,0.001194
AfriqBin,AfriqBin,,1,Mentions,1,1,7,0.24584,0.252267,0,25,0,0,0,0.001832
FezzanLibyaMG,FezzanLibyaMG,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
OLiIIy,OLiIIy,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
MmaGreen,MmaGreen,,2,Mentions,2,2,6,0.278512,0.290027,0.000012,18,0,0,0,0.010221
Aziz_Sham2,Aziz_Sham2,,2,Mentions,1,2,6,0.281665,0.292787,0,8,0,0,0,0.006131
AboHafsaKuwaiti,AboHafsaKuwaiti,,7,Mentions,3,7,6,0.290212,0.306321,0.000124,3,0,0.333333,1,0.016303
HijrahWitness,HijrahWitness,,6,Mentions,2,6,6,0.26761,0.277581,0,18,0,1,1,0.00677
Hayder_alKhoei,Hayder_alKhoei,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
Strawberriiiiiy,Strawberriiiiiy,,4,Mentions,1,4,6,0.269112,0.280749,0,17,0,0,0,0.008397
KawlF,KawlF,,1,Mentions,1,1,6,0.272907,0.282135,0,3,0,0,0,0.004417
incitefear,incitefear,,4,Mentions,1,4,7,0.244948,0.250821,0,9,0,0,0,0.001199
IdrissSihamedi,IdrissSihamedi,,2,Mentions,2,2,6,0.31741,0.340118,0.000346,8,0,0,0,0.0341
Soda_Chugger,Soda_Chugger,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
BtlUpdt,BtlUpdt,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
TroyBlayne,TroyBlayne,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
dreadmuslim_,dreadmuslim_,,1,Mentions,1,1,7,0.246536,0.253445,0,4,0,0,0,0.002023
_Monochrome_01,_Monochrome_01,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
TAbugharsa,TAbugharsa,,1,Mentions,1,1,6,0.264297,0.27198,0,21,0,0,0,0.00332
cnnsport,cnnsport,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
PalmyraPioneer,PalmyraPioneer,,14,Mentions,9,14,6,0.363986,0.390219,0.000629,0,0,0.527778,19,0.104604
OrientXXI,OrientXXI,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
ummsaffiyya,ummsaffiyya,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
CJTFOIR,CJTFOIR,,4,Mentions,4,4,6,0.31018,0.326388,0.000197,19,0,0.166667,1,0.026696
chihebkhas,chihebkhas,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
_AboTourab,_AboTourab,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
polder_mujaahid,polder_mujaahid,,1,Mentions,1,1,9,0.165881,0.169513,0,23,0,0,0,0.000816
ANS__ANS,ANS__ANS,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
channelislam,channelislam,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
Allahu_Alam_,Allahu_Alam_,,2,Mentions,2,2,6,0.28819,0.301103,0.000047,6,0,0,0,0.011619
DailyNewsEgypt,DailyNewsEgypt,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
ab0mohammad,ab0mohammad,,4,Mentions,1,4,6,0.319896,0.332971,0,0,0,0,0,0.017014
UnFazedUkht,UnFazedUkht,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
alsahrawiya,alsahrawiya,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
50hafalihktalwd,50hafalihktalwd,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
skjfgyi7r6,skjfgyi7r6,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
andalusigranada,andalusigranada,,4,Mentions,3,4,6,0.294683,0.30884,0.000698,3,0,0,0,0.014036
Saad_Abu_Ziyad,Saad_Abu_Ziyad,,3,Mentions,1,3,7,0.245913,0.255399,0,6,0,0,0,0.00173
mohyeedine,mohyeedine,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
ValerioDeC,ValerioDeC,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
darshnasoni,darshnasoni,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
FranTownsend,FranTownsend,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
BabakTaghvaee,BabakTaghvaee,,3,Mentions,1,3,6,0.299159,0.314516,0,18,0,0,0,0.016566
corresteam4,corresteam4,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
IzberbashMEDIA,IzberbashMEDIA,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
free_qalmoon,free_qalmoon,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
masoud_barzani,masoud_barzani,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
The_Global_Kmr,The_Global_Kmr,,3,Mentions,1,3,6,0.269112,0.280749,0,17,0,0,0,0.008397
RamiSafadi93,RamiSafadi93,,12,Mentions,6,12,6,0.365433,0.390838,0.000349,15,0,0.666667,10,0.09021
Support,Support,,20,Mentions,6,20,6,0.334513,0.352891,0.000547,0,0,0.333333,5,0.0415
_qariban,_qariban,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
mayflow94912564,mayflow94912564,,3,Mentions,1,3,7,0.268544,0.281999,0,3,0,0,0,0.006849
keyzer_usual,keyzer_usual,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
AmarAmarasingam,AmarAmarasingam,,5,Mentions,4,5,6,0.303272,0.322404,0.000238,0,0,0,0,0.02977
qadhifa,qadhifa,,1,Mentions,1,1,8,0.190841,0.194515,0,25,0,0,0,0.000596
almunajjid_En,almunajjid_En,,14,Mentions,1,14,6,0.269112,0.280749,0,17,0,0,0,0.008397
limit_nishiyama,limit_nishiyama,,3,Mentions,1,3,6,0.269112,0.280749,0,17,0,0,0,0.008397
SyrCoalition,SyrCoalition,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
apollo_next,apollo_next,,12,Mentions,4,12,6,0.342866,0.360869,0.000007,18,0,0.833333,5,0.051943
edasa123,edasa123,,3,Mentions,1,3,6,0.319896,0.332971,0,0,0,0,0,0.017014
twitter,twitter,,20,Mentions,5,20,6,0.326428,0.341916,0.000366,0,0,0.3,3,0.030239
FidaeeFulaani,FidaeeFulaani,,79,Mentions; User,38,79,6,0.342902,0.363302,0.01244,17,0,0.031294,22,0.074088
riskstaff,riskstaff,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
EnverEvlaki,EnverEvlaki,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
Abu189Haleema,Abu189Haleema,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
DailyTimes_DT,DailyTimes_DT,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
Mountzzz_Noz22,Mountzzz_Noz22,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
POTUS,POTUS,,2,Mentions,2,2,6,0.301558,0.317593,0.000378,5,0,0,0,0.018355
ImtiyazAzhar,ImtiyazAzhar,,7,Mentions,5,7,6,0.322672,0.343986,0.000339,10,0,0.3,3,0.045552
syrmukhabarat,syrmukhabarat,,7,Mentions,4,7,6,0.295684,0.310013,0.000039,13,0,0,0,0.021234
MuawiyahDK,MuawiyahDK,,6,Mentions,3,6,6,0.356496,0.379062,0,15,0,1,3,0.059748
TelegraphNews,TelegraphNews,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
HussainBukhaiti,HussainBukhaiti,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
CT_Analysis,CT_Analysis,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
ozwitness,ozwitness,,1,Mentions,1,1,8,0.205924,0.211837,0,24,0,0,0,0.000627
TheTweetingZed,TheTweetingZed,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Rylay8,Rylay8,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
YasirQadhi,YasirQadhi,,1,Mentions,1,1,6,0.278395,0.288496,0,13,0,0,0,0.004654
ReutersUK,ReutersUK,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
khattab190,khattab190,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
VettedJihadi,VettedJihadi,,4,Mentions,1,4,7,0.270719,0.281248,0,19,0,0,0,0.003755
mostiklash,mostiklash,,4,Mentions,2,4,6,0.265144,0.273255,0.000007,17,0,0,0,0.003996
_Faysal,_Faysal,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
AsgaCu,AsgaCu,,11,Mentions,5,11,6,0.312111,0.330316,0.000208,3,0,0.4,4,0.030526
DidyouknowVS,DidyouknowVS,,72,Mentions,3,72,6,0.3071,0.321834,0.000435,4,0,0,0,0.020294
AbuBlock,AbuBlock,,14,Mentions,4,14,6,0.3212,0.345734,0.000046,15,0,0.5,3,0.044999
finriswolf,finriswolf,,3,Mentions,3,3,6,0.315413,0.338597,0.000609,6,0,0,0,0.035296
Str4nger_5_5,Str4nger_5_5,,3,Mentions,1,3,7,0.254715,0.262189,0,22,0,0,0,0.002259
fiqhalwaqi,fiqhalwaqi,,10,Mentions,2,10,6,0.31656,0.340163,0,15,0,1,1,0.03717
CXaafada2,CXaafada2,,76,Mentions; User,54,76,7,0.30408,0.322716,0.024656,9,0,0,0,0.031064
AbuLaythAlHindi,AbuLaythAlHindi,,4,; User,4,4,8,0.204626,0.209141,0.001793,24,0,0,0,0.001402
3lamohammd3,3lamohammd3,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
BENDOVERFAM,BENDOVERFAM,,1,Mentions,1,1,7,0.24104,0.247296,0,19,0,0,0,0.001789
lesoir,lesoir,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
JaishalFathEn,JaishalFathEn,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
VentiloMorocco,VentiloMorocco,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
CNNI,CNNI,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
IaroslavNKR,IaroslavNKR,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
seifulmaslul123,seifulmaslul123,,2,Mentions,1,2,9,0.165881,0.169513,0,23,0,0,0,0.000816
8550_bardadi,8550_bardadi,,1,Mentions,1,1,2,0.529412,0.555556,0,7,1,0,0,0.000501
Emerat_AQ_islam,Emerat_AQ_islam,,1,Mentions,1,1,9,0.165881,0.169513,0,23,0,0,0,0.000816
lindseyhilsum,lindseyhilsum,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
vivarevolt,vivarevolt,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
baqiya101,baqiya101,,2,Mentions,1,2,7,0.251215,0.257983,0,12,0,0,0,0.003047
eplc22,eplc22,,2,Mentions,1,2,6,0.269112,0.280749,0,17,0,0,0,0.008397
OlivierRimmel,OlivierRimmel,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
mod_russia,mod_russia,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
zidan44564531,zidan44564531,,2,Mentions,2,2,6,0.346275,0.366591,0,0,0,1,1,0.047335
AmbassadorPower,AmbassadorPower,,2,Mentions,2,2,6,0.321825,0.335539,0,18,0,1,1,0.019993
liberalfish,liberalfish,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
trenchstrategy2,trenchstrategy2,,1,Mentions,1,1,8,0.198775,0.203816,0,22,0,0,0,0.000589
alkaraki10,alkaraki10,,4,Mentions,4,4,6,0.33143,0.355782,0.00078,8,0,0.333333,2,0.050558
Nour_Samaha,Nour_Samaha,,1,Mentions,1,1,6,0.281665,0.292787,0,8,0,0,0,0.006131
MrAlMubarak,MrAlMubarak,,1,Mentions,1,1,7,0.252422,0.259866,0,25,0,0,0,0.002167
trenchstrategy5,trenchstrategy5,,1,Mentions,1,1,7,0.24584,0.252267,0,25,0,0,0,0.001832
trenchstrategy6,trenchstrategy6,,1,Mentions,1,1,7,0.24637,0.254061,0,19,0,0,0,0.002232
StrangerThnRedz,StrangerThnRedz,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
hasan1li,hasan1li,,3,Mentions,3,3,6,0.313382,0.336139,0.000101,3,0,0.333333,1,0.035898
jhfvdh105,jhfvdh105,,5,Mentions,3,5,6,0.323935,0.337735,0,9,0,1,3,0.024197
Ibn__Al_Farooq_,Ibn__Al_Farooq_,,30,Mentions,4,30,6,0.293221,0.308623,0.000069,11,0,0.666667,4,0.020811
mkmjnnj,mkmjnnj,,19,Mentions,1,19,6,0.266769,0.275214,0,8,0,0,0,0.002885
Jallaadism,Jallaadism,,3,Mentions,1,3,6,0.279193,0.290219,0,3,0,0,0,0.005987
TheProfessor_96,TheProfessor_96,,1,Mentions,1,1,6,0.266404,0.275743,0,8,0,0,0,0.003991
KhalidMaghrebi,KhalidMaghrebi,,2,Mentions,1,2,9,0.165881,0.169513,0,23,0,0,0,0.000816
Bartek_Kuberski,Bartek_Kuberski,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
n0passaran,n0passaran,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
SabranYaNafsi,SabranYaNafsi,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
travisg14,travisg14,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
KoriSchake,KoriSchake,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
CXafada5,CXafada5,,1,Mentions,1,1,7,0.25697,0.265584,0,8,0,0,0,0.003779
baqiya120,baqiya120,,2,Mentions,2,2,8,0.205553,0.211695,0,22,0,1,1,0.001453
FlashpointIntel,FlashpointIntel,,1,Mentions,1,1,6,0.266769,0.275214,0,8,0,0,0,0.002885
meanfellow90,meanfellow90,,2,Mentions,1,2,6,0.269112,0.280749,0,17,0,0,0,0.008397
bott1757hfn,bott1757hfn,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
arabthomness,arabthomness,,29,Mentions,9,29,5,0.379516,0.404306,0.000745,2,0,0.666667,24,0.112116
DanielWickham93,DanielWickham93,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
lukesmithnews,lukesmithnews,,4,Mentions,3,4,6,0.314604,0.329984,0.000043,2,0,0.333333,1,0.024954
khorasan15_01,khorasan15_01,,3,Mentions,1,3,6,0.252249,0.259283,0,0,0,0,0,0.003166
moonnor27,moonnor27,,16,Mentions,11,16,6,0.357073,0.387871,0.004501,18,0,0.236364,13,0.09952
BaxtiyarGoran,BaxtiyarGoran,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
lensdimashqi,lensdimashqi,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
boibraheem,boibraheem,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
SearcherV,SearcherV,,6,Mentions,2,6,7,0.268959,0.282684,0.000018,3,0,0,0,0.007383
klakishini11,klakishini11,,1,Mentions,1,1,7,0.253602,0.261247,0,3,0,0,0,0.001978
afren_kha,afren_kha,,5,Mentions,2,5,7,0.251119,0.258362,0.000118,25,0,0,0,0.003027
shahzad40019853,shahzad40019853,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
AlJabali23,AlJabali23,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
StaatsNieuws,StaatsNieuws,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
moscow_ghost,moscow_ghost,,5,Mentions,4,5,6,0.33047,0.351556,0.000149,2,0,0.5,3,0.051194
Miirwais,Miirwais,,3,Mentions,3,3,6,0.304668,0.323809,0.000075,18,0,0.333333,1,0.029011
bintislamiya19,bintislamiya19,,10,Mentions,3,10,6,0.3033,0.321044,0.000015,10,0,0.666667,2,0.026168
YusuF90192469,YusuF90192469,,9,Mentions,1,9,6,0.310938,0.332784,0,15,0,0,0,0.03032
MEWR_,MEWR_,,2,Mentions,2,2,6,0.296825,0.315554,0.000251,17,0,0,0,0.02081
BintRosie34,BintRosie34,,7,Mentions,1,7,7,0.245621,0.252453,0,5,0,0,0,0.001789
amatu_rahmaan,amatu_rahmaan,,1,Mentions,1,1,8,0.216176,0.221212,0,22,0,0,0,0.000514
Umm__Saeed25,Umm__Saeed25,,1,Mentions,1,1,7,0.24637,0.254061,0,19,0,0,0,0.002232
Haqq_Witness,Haqq_Witness,,1,Mentions,1,1,8,0.216176,0.221212,0,22,0,0,0,0.000514
BassamJaara,BassamJaara,,8,Mentions,3,8,6,0.332897,0.348298,0.000023,0,0,0.666667,2,0.034503
1_texanna,1_texanna,,56,Mentions,1,56,7,0.259631,0.26849,0,11,0,0,0,0.003557
SurfWatchLabs,SurfWatchLabs,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
m10klashin,m10klashin,,2,Mentions,2,2,7,0.235533,0.241683,0,25,0,1,1,0.00179
MoonbeamMelly,MoonbeamMelly,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
akaomaralamriki,akaomaralamriki,,12,Mentions,6,12,6,0.364227,0.387327,0.000867,3,0,0.666667,10,0.076174
alamriki_omar,alamriki_omar,,30,Mentions,8,30,6,0.336828,0.364929,0.002854,19,0,0.214286,6,0.065092
robdewijk,robdewijk,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
RT_America,RT_America,,2,Mentions,1,2,7,0.250151,0.256714,0,6,0,0,0,0.001893
wattebre,wattebre,,2,Mentions,1,2,6,0.310938,0.332784,0,15,0,0,0,0.03032
Hedj_Vador,Hedj_Vador,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
GKJoe,GKJoe,,4,Mentions,1,4,6,0.284401,0.299239,0,16,0,0,0,0.012414
newerajihadi61,newerajihadi61,,4,; User,4,4,6,0.27695,0.287811,0.000664,4,0,0,0,0.005073
CAF_Online,CAF_Online,,1,Mentions,1,1,7,0.245913,0.255399,0,6,0,0,0,0.00173
Ararraraar231,Ararraraar231,,4,Mentions,1,4,6,0.252403,0.259771,0,21,0,0,0,0.002808
NaserElHaqq,NaserElHaqq,,2,Mentions,2,2,6,0.306332,0.321658,0.000046,17,0,0,0,0.019111
KeysOfJannah,KeysOfJannah,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
GhazwatWitness,GhazwatWitness,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
idntylltbh,idntylltbh,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
Tobias_Ellwood,Tobias_Ellwood,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
GrayfR0,GrayfR0,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
zwystone,zwystone,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
J_Eielamiya5,J_Eielamiya5,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
qatilya_mujahid,qatilya_mujahid,,2,Mentions,1,2,8,0.209842,0.217108,0,12,0,0,0,0.001182
anouaralzarzisi,anouaralzarzisi,,1,Mentions,1,1,7,0.246536,0.253445,0,4,0,0,0,0.002023
dublinokarra,dublinokarra,,4,Mentions,4,4,6,0.292211,0.304805,0.000112,8,0,0,0,0.013362
imgur,imgur,,1,Mentions,1,1,6,0.266404,0.275743,0,8,0,0,0,0.003991
DrNosra,DrNosra,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
aboyaqeen1231,aboyaqeen1231,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
business,business,,4,Mentions,4,4,6,0.322861,0.344293,0.000351,6,0,0.333333,2,0.041233
dfwallace622_6,dfwallace622_6,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
MmssNssj,MmssNssj,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
OmarKhattabHar7,OmarKhattabHar7,,1,Mentions,1,1,7,0.24637,0.254061,0,19,0,0,0,0.002232
AbuIshaqal,AbuIshaqal,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
saj_pakpassion,saj_pakpassion,,3,Mentions,1,3,6,0.269112,0.280749,0,17,0,0,0,0.008397
c_aravazener,c_aravazener,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
ARANewsEnglish,ARANewsEnglish,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
cyrilrtour,cyrilrtour,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
thomasjoscelyn,thomasjoscelyn,,6,Mentions,3,6,6,0.32601,0.344112,0.000027,0,0,0.666667,2,0.039055
haqq_sweet,haqq_sweet,,4,Mentions,2,4,6,0.274037,0.285167,0.000037,19,0,0,0,0.008856
OmarKhattabHar1,OmarKhattabHar1,,2,Mentions,1,2,7,0.256631,0.264869,0,18,0,0,0,0.002979
World_NewsTR,World_NewsTR,,1,Mentions,1,1,7,0.254089,0.263841,0,3,0,0,0,0.002729
OmarKhattabHar2,OmarKhattabHar2,,2,Mentions,1,2,6,0.252403,0.259771,0,21,0,0,0,0.002808
johnny_pineiro,johnny_pineiro,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
ummnusayba_04,ummnusayba_04,,1,Mentions,1,1,7,0.225102,0.231292,0,19,0,0,0,0.001023
giphy,giphy,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
SalafiyyahLDN,SalafiyyahLDN,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
unitedfreak888,unitedfreak888,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
aasiyehandrabi,aasiyehandrabi,,2,Mentions,1,2,6,0.271541,0.281434,0,10,0,0,0,0.006624
victoryfront7,victoryfront7,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
Abu_Q_14,Abu_Q_14,,2,Mentions,1,2,7,0.25697,0.264894,0,24,0,0,0,0.003083
abumuhammadkurd,abumuhammadkurd,,1,Mentions,1,1,7,0.254715,0.262189,0,22,0,0,0,0.002259
oryxspioenkop,oryxspioenkop,,18,Mentions,8,18,6,0.352659,0.373401,0.000713,0,0,0.357143,10,0.070114
khanasury,khanasury,,2,Mentions,1,2,6,0.299159,0.314516,0,18,0,0,0,0.016566
ServantJihade21,ServantJihade21,,3,Mentions,1,3,7,0.24104,0.247296,0,19,0,0,0,0.001789
USMC,USMC,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
MuslimPrisoners,MuslimPrisoners,,30,Mentions,11,30,6,0.309455,0.330216,0.004561,19,0,0.018182,1,0.03686
statedeptspox,statedeptspox,,4,Mentions,2,4,6,0.323239,0.337564,0,0,0,1,1,0.022818
Jazrawi_Brusels,Jazrawi_Brusels,,1,Mentions,1,1,7,0.256631,0.264869,0,18,0,0,0,0.002979
OmarKhattabHaru,OmarKhattabHaru,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
JohnDaTRiPp3r,JohnDaTRiPp3r,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
B1ntRosee87,B1ntRosee87,,4,Mentions,1,4,6,0.279193,0.290219,0,3,0,0,0,0.005987
Channel4News,Channel4News,,2,Mentions,2,2,6,0.292521,0.309132,0.000306,8,0,0,0,0.016193
hassanator_,hassanator_,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
WW3ISkoming,WW3ISkoming,,18,Mentions,1,18,6,0.319896,0.332971,0,0,0,0,0,0.017014
ARnews1936,ARnews1936,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
assimalhakeem,assimalhakeem,,2,Mentions,1,2,6,0.269112,0.280749,0,17,0,0,0,0.008397
