Source,Target,Type,Id,Label,timeset,Weight
don85375,MaghrabiArabi,Undirected,1091,,,1
eplc22,_IshfaqAhmad,Undirected,1092,,,2
IbnKashmir_,HaythamSayfadd1,Undirected,1093,,,1
st3erer,BaFana3,Undirected,1094,,,1
mobi_ayubi,dieinyourrage03,Undirected,1095,,,5
JoinISNation102,AbuHaleema164,Undirected,1096,,,2
abuhumayra4,UmmTing,Undirected,1097,,,1
ibnhernan,Witness_alHaqq,Undirected,1098,,,1
MaghrebiBPM,DawlaWitness11,Undirected,1099,,,1
Baqiyah_Khilafa,AdamHasakah79,Undirected,1100,,,3
MaghrabiArabi,J_top_shelf,Undirected,1101,,,1
abuhumayra4,UkhtlnBlack,Undirected,1102,,,1
iomgbfvdvdcsc,Suspend_Me_fags,Undirected,1103,,,2
st3erer,kIakishini5,Undirected,1104,,,1
CasaOum,Alwala_bara,Undirected,1105,,,1
warrnews,ScotMikey1111,Undirected,1106,,,1
Baqiyah_Khilafa,AdamHasakah76,Undirected,1107,,,1
_IshfaqAhmad,ScotMikey1111,Undirected,1108,,,3
ScotMikey1111,1515Ummah,Undirected,1109,,,2
MaghrabiArabi,Jazrawi_Tadmur,Undirected,1110,,,1
facebook,RamiAlLolah,Undirected,1111,,,1
HudsonLandrock,06230550_IS,Undirected,1112,,,1
starsandstripes,MaghrabiArabi,Undirected,1113,,,1
Uncle_SamCoco,Russ_Warrior,Undirected,1114,,,1
mustafaklash46,abuhumayra4,Undirected,1115,,,2
baaqiya_01,UmmLina38,Undirected,1116,,,1
y13_v2,wayf44rerr,Undirected,1117,,,2
back_to_62,Dieinurage308,Undirected,1118,,,1
nasseralfahad0,abubakerdimshqi,Undirected,1119,,,1
mobi_ayubi,abotalut4,Undirected,1120,,,1
canaanitelord,RamiAlLolah,Undirected,1121,,,1
war_analysis,abutariq041,Undirected,1122,,,1
warmonitor,_IshfaqAhmad,Undirected,1123,,,2
abutariq040,Mosul_05,Undirected,1124,,,8
Bajwa47online,AFP,Undirected,1125,,,1
wail75p,Uncle_SamCoco,Undirected,1126,,,14
abubakraliraqi_,FidaeeFulaani,Undirected,1127,,,1
skillspaybills1,WarReporter1,Undirected,1128,,,1
alamreeki4,WarReporter1,Undirected,1129,,,1
Uncle_SamCoco,ShamiRebel,Undirected,1130,,,8
wayyf44rer,ElPashtunCat,Undirected,1131,,,1
wayf44rerr,kayadam19,Undirected,1132,,,1
coalitionhaqq,WhiteCat_7,Undirected,1133,,,2
safiyaimback,GENERALFALLUJ41,Undirected,1134,,,1
oryxspioenkop,RamiAlLolah,Undirected,1135,,,6
eldorar1,RamiAlLolah,Undirected,1136,,,1
vvanwilgenburg,mobi_ayubi,Undirected,1137,,,1
defense_news,WhiteCat_7,Undirected,1138,,,1
lNSlDEWAR,curdistani,Undirected,1139,,,1
thomasjoscelyn,mobi_ayubi,Undirected,1140,,,3
m16_hamza,MilkSheikh2,Undirected,1141,,,1
SputnikInt,Abu_Ibn_Taha,Undirected,1142,,,1
st3erer,raed_alliby,Undirected,1143,,,2
Polder_Mujahid,GunsandCoffee70,Undirected,1144,,,5
___buriry,RamiAlLolah,Undirected,1145,,,1
hamza_zarqawi,EPlC24,Undirected,1146,,,1
wayf44rerr,mozlemgurl,Undirected,1147,,,23
abubakerdimshqi,Mujahid_Deen6,Undirected,1148,,,1
YazeedDhardaa25,3bdUlkaed6r,Undirected,1149,,,1
MaghrabiArabi,Charles_Lister,Undirected,1150,,,1
shakeel9042,mobi_ayubi,Undirected,1151,,,1
apb_is,Abu_Azzzam25,Undirected,1152,,,1
RamiAlLolah,4rj1n,Undirected,1153,,,1
wayff44rer,Mountainjjoool,Undirected,1154,,,1
QassamiMarwan,CtrlSec,Undirected,1155,,,2
_IshfaqAhmad,WarMonitor,Undirected,1156,,,1
Uncle_SamCoco,EliotHiggins,Undirected,1157,,,1
darulhijrateyni,cadanganpc19,Undirected,1158,,,3
WeaboIsNEET,Fidaee_Fulaani,Undirected,1159,,,5
moustiklash,c36abh__,Undirected,1160,,,1
warrnews,Ald_Aba,Undirected,1161,,,1
abdelbariatwan,Witness_alHaqq,Undirected,1162,,,2
HamdoDelic,AsimAbuMerjem,Undirected,1163,,,1
bakiyatatamad,ALK___226,Undirected,1164,,,1
warrnews,Ghostmanzzz,Undirected,1165,,,4
wordsburning,QassamiMarwan,Undirected,1166,,,1
DailySabah,AsimAbuMerjem,Undirected,1167,,,1
mobi_ayubi,AbdugheniSabit,Undirected,1168,,,1
safiyaimback,lotusbottom110,Undirected,1169,,,1
soran_hawrami,RamiAlLolah,Undirected,1170,,,1
pzfahad,NaseemAhmed50,Undirected,1171,,,1
billroggio,WarReporter1,Undirected,1172,,,1
warrnews,mpoppel,Undirected,1173,,,1
_Qariban,MilkSheikh2,Undirected,1174,,,2
mobi_ayubi,RamiAlLolah,Undirected,1175,,,195
abutariq040,Umm__Saeed25,Undirected,1176,,,1
itsmenanice,NaseemAhmed50,Undirected,1177,,,1
MaghrabiArabi,FreelanceFighte,Undirected,1178,,,1
freelance_112,AbuMusab_110,Undirected,1179,,,3
_22_ucceloverde,MhzBnt,Undirected,1180,,,1
Karameh_Souriya,Freedom_speech2,Undirected,1181,,,1
war_analysis,ShamiBritaani,Undirected,1182,,,4
warrnews,MazenFreesyria,Undirected,1183,,,1
wayf44rerr,Miirwais,Undirected,1184,,,1
TRENDING_WNEWS,06230550_IS,Undirected,1185,,,1
Uncle_SamCoco,Qonaqkend,Undirected,1186,,,7
islamicfreedom,abdlrhmn15,Undirected,1187,,,1
lizsly,_IshfaqAhmad,Undirected,1188,,,1
Uncle_SamCoco,Free_lance_jour,Undirected,1189,,,1
war_analysis,SultanbinBajad,Undirected,1190,,,1
Uncle_SamCoco,Abou_Naba_24,Undirected,1191,,,4
klakishinki,RamiAlLolah,Undirected,1192,,,2
scholarsofhaq1m,EPlC24,Undirected,1193,,,2
PrinceOfFreakz,MaghrabiArabi,Undirected,1194,,,2
IUCAnalysts,Bajwa47online,Undirected,1195,,,1
murasil1,Macqall,Undirected,1196,,,1
WarReporter1,KyleWOrton,Undirected,1197,,,1
realDonaldTrump,AsimAbuMerjem,Undirected,1198,,,1
_IshfaqAhmad,AdamHasakah7,Undirected,1199,,,2
c0n0fj1had4_,WindOfVictory,Undirected,1200,,,1
WarReporter1,KhateebDimashqi,Undirected,1201,,,6
AsimAbuMerjem,AboComedy,Undirected,1202,,,1
mobi_ayubi,Paradoxy13,Undirected,1203,,,3
guidedsalafi,_IshfaqAhmad,Undirected,1204,,,2
Uncle_SamCoco,Annabbii,Undirected,1205,,,23
p_vanostaeyen,MaghrebiWM,Undirected,1206,,,1
hjkdpod,Mountainjjoool,Undirected,1207,,,5
apollo_next,Freedom_speech2,Undirected,1208,,,3
WarReporter1,SultanbinBajad,Undirected,1209,,,2
VivaRevolt,MaghrabiArabi,Undirected,1210,,,1
Wilayat_swahili,AsimAbuMerjem,Undirected,1211,,,1
Uncle_SamCoco,RamiAlLolah,Undirected,1212,,,41
mobi_ayubi,lNSlDEWAR,Undirected,1213,,,1
thefIamesofhaqq,shawjARY900,Undirected,1214,,,5
darulhijrateyni,Independent,Undirected,1215,,,1
Uncle_SamCoco,BaFana3,Undirected,1216,,,1
erhabii41,AbuMusab_110,Undirected,1217,,,1
RT_America,Bajwa47online,Undirected,1218,,,2
YazeedDhardaa25,BintRose33,Undirected,1219,,,1
abootaaloot,__alfresco__,Undirected,1220,,,1
NewsweekEurope,MaghrabiArabi,Undirected,1221,,,1
espncricinfo,_IshfaqAhmad,Undirected,1222,,,1
melvynlion,AJundulla,Undirected,1223,,,1
ridvan_memishi,CXaafada2,Undirected,1224,,,1
WarReporter1,Rikar_Hussein,Undirected,1225,,,1
Qassami_Marwan,Fidaee_Fulaani,Undirected,1226,,,8
waroflegends1,mobi_ayubi,Undirected,1227,,,4
anjemchoudary,abubakerdimshqi,Undirected,1228,,,1
mobi_ayubi,AuraSalix,Undirected,1229,,,1
MaghrabiArabi,CoolDabiq5,Undirected,1230,,,2
caf_online_AR,Abu_Ibn_Taha,Undirected,1231,,,1
abuOmar971,Uncle_SamCoco,Undirected,1232,,,2
YazeedDhardaa25,AbuHaleema28,Undirected,1233,,,1
alkaraki10,QassamiMarwan,Undirected,1234,,,1
RamiAlLolah,IraqSurveys,Undirected,1235,,,3
moj_mmm7bs33228,RamiAlLolah,Undirected,1236,,,1
WarReporter1,New_Narrative,Undirected,1237,,,1
bm27_uragan,Abu_Ibn_Taha,Undirected,1238,,,1
Jazrawi_Abyan,Abu_Azzzam25,Undirected,1239,,,3
Saksentrots,MaghrebiWM,Undirected,1240,,,1
ansarakhilafa,IbrahiemAwwad4,Undirected,1241,,,2
murasil1,7layers_,Undirected,1242,,,1
ismailmahsud,DawlateMohamedi,Undirected,1243,,,2
abumentos,RamiAlLolah,Undirected,1244,,,1
WhiteCat_7,EPlC5,Undirected,1245,,,1
benad36,_IshfaqAhmad,Undirected,1246,,,1
monty3444,MaghrabiArabi,Undirected,1247,,,1
melvynlion,IslamicTruths,Undirected,1248,,,3
Uncle_SamCoco,OncleZouhair,Undirected,1249,,,5
trbrtc,murasil1,Undirected,1250,,,1
nvor85j,hjkdpod,Undirected,1251,,,1
n0passaran,Uncle_SamCoco,Undirected,1252,,,1
WhiteCat_7,Abu_Q_14,Undirected,1253,,,2
war_analysis,bob_qa_turner,Undirected,1254,,,2
Witness_alHaqq,Tayyxb,Undirected,1255,,,1
thefIamesofhaqq,RamiAlLolah,Undirected,1256,,,6
abuhumayra4,WindsofParadise,Undirected,1257,,,1
thehill,Uncle_SamCoco,Undirected,1258,,,1
Alwala_bara,223Muslimah,Undirected,1259,,,4
WarReporter1,Bringerpeace,Undirected,1260,,,1
freeOurSisters1,abuhumayra4,Undirected,1261,,,1
MaghrebiHD,Kronykal,Undirected,1262,,,31
chupachup8,Uncle_SamCoco,Undirected,1263,,,1
Uncle_SamCoco,BiladFransa,Undirected,1264,,,11
waroflegends1,__alfresco__,Undirected,1265,,,4
WhiteCat_7,Conflicts,Undirected,1266,,,1
warrnews,GreatISNation05,Undirected,1267,,,1
Abu_Azzzam25,AbdugheniSabit,Undirected,1268,,,1
melvynlion,akaomaralamriki,Undirected,1269,,,2
yenisafakEN,warrnews,Undirected,1270,,,1
Thawra_Yemen,Abu_Ibn_Taha,Undirected,1271,,,1
othmanrishd,RamiAlLolah,Undirected,1272,,,3
washingtonpost,lNSlDEWAR,Undirected,1273,,,1
abutariq041,BintBlack,Undirected,1274,,,1
mobi_ayubi,alamriki_omar,Undirected,1275,,,1
mobi_ayubi,imemcnews,Undirected,1276,,,1
ro34th,AsimAbuMerjem,Undirected,1277,,,1
wayf44rerr,mukdadhumaidan2,Undirected,1278,,,2
warrnews,Mohammedel76,Undirected,1279,,,1
samahsoula,Uncle_SamCoco,Undirected,1280,,,1
MilkSheikh2,Abushamala55,Undirected,1281,,,1
abuhumayra4,IdrissSihamedi,Undirected,1282,,,1
Uncle_SamCoco,Levantinegroup,Undirected,1283,,,1
IbnKashmir_,AlamrikiOmar,Undirected,1284,,,1
IvanSidorenko1,EPlC24,Undirected,1285,,,1
sparksofirhabi4,Fidaee_Fulaani,Undirected,1286,,,1
SheWolf_00,MhzBnt,Undirected,1287,,,1
khalidi_4_sham,AsimAbuMerjem,Undirected,1288,,,1
__aldente__,MilkSheikh2,Undirected,1289,,,1
arabthomness,RamiAlLolah,Undirected,1290,,,1
WarReporter1,8th_Crusade,Undirected,1291,,,1
TruthRev113,IbnKashmir_,Undirected,1292,,,1
NaseemAhmed50,BumimasA,Undirected,1293,,,1
LibyaSecMonitor,Abu_Azzzam25,Undirected,1294,,,1
44Ibn,432Mryam,Undirected,1295,,,2
_IshfaqAhmad,Angry_Hassan,Undirected,1296,,,1
MaghrebiQM,Daudoo,Undirected,1297,,,1
wayf44rerr,Ibn_Sayyid,Undirected,1298,,,1
Uncle_SamCoco,StategeAnalyst,Undirected,1299,,,1
WhiteCat_7,AppleSUX,Undirected,1300,,,1
Uncle_SamCoco,MachineA_Laver,Undirected,1301,,,5
ShamiRebel,Freedom_speech2,Undirected,1302,,,1
__alfresco__,MuslimPrisoners,Undirected,1303,,,2
MaghrabiArabi,MF553klashi,Undirected,1304,,,1
Nidalgazaui,JulianRoepcke,Undirected,1305,,,5
mobi_ayubi,IraqiSMCEn,Undirected,1306,,,2
anaksabilanaks2,Suspend_Me_fags,Undirected,1307,,,2
Uncle_SamCoco,MiddleEastMnt,Undirected,1308,,,2
loveshaykhahmad,_IshfaqAhmad,Undirected,1309,,,1
syrmukhabarat,ro34th,Undirected,1310,,,1
Uncle_SamCoco,AbraxasSpa,Undirected,1311,,,1
newerajihadi61,muslimsoldier10,Undirected,1312,,,1
dieinurage29__7,1515Theory,Undirected,1313,,,1
c0n0fj1had4_,GuyNamedSalmaan,Undirected,1314,,,1
wayf44rerr,mobi_ayubi,Undirected,1315,,,17
kayadma15,MhzBnt,Undirected,1316,,,1
Ald_Aba,Abu_Azzzam25,Undirected,1317,,,1
btrslh49,432Mryam,Undirected,1318,,,2
muhammad1187,abubakerdimshqi,Undirected,1319,,,1
Uncle_SamCoco,HesDa0ne,Undirected,1320,,,1
mustafaklash56,Caro9mar,Undirected,1321,,,1
qatilya_mujahid,432Mryam,Undirected,1322,,,2
Uncle_SamCoco,KyleWOrton,Undirected,1323,,,3
TaziMorocco,IbnKashmir_,Undirected,1324,,,1
ibn_nuhas,YazeedDhardaa25,Undirected,1325,,,1
mobi_ayubi,DriftOne0119,Undirected,1326,,,1
mobi_ayubi,iFalasteen,Undirected,1327,,,1
garethjordan,WarReporter1,Undirected,1328,,,1
Support,Freedom_speech2,Undirected,1329,,,1
WarReporter1,ShamiRebel,Undirected,1330,,,5
slh_btr15,CXaafada2,Undirected,1331,,,2
_IshfaqAhmad,QassamiMarwan,Undirected,1332,,,1
eddie1971nyc,abdlrhmn15,Undirected,1333,,,2
Slope_Design_4,RamiAlLolah,Undirected,1334,,,1
murasil1,LraqiAi,Undirected,1335,,,1
saqrquraysh_,Witness_alHaqq,Undirected,1336,,,4
Fidaee_Fulaani,BTelawy,Undirected,1337,,,1
Wissem_Nasraoui,Uncle_SamCoco,Undirected,1338,,,1
SCREW_U_TWEETA,IbnKashmir_,Undirected,1339,,,3
WarReporter1,Malcom_X_X_10,Undirected,1340,,,1
RamiAlLolah,IQsunni,Undirected,1341,,,4
ro34th,UnknownEye8,Undirected,1342,,,5
wayyf44rer,00Rebel_Umm,Undirected,1343,,,1
lNSlDEWAR,AmichaiStein1,Undirected,1344,,,1
sonofshishan,melvynlion,Undirected,1345,,,1
pashabakri,Alwala_bara,Undirected,1346,,,4
warrnews,vvanwilgenburg,Undirected,1347,,,2
warreporter2,dread_muslem,Undirected,1348,,,1
MaghrebiQM,AbuNaseeha_03,Undirected,1349,,,9
war_analysis,parvezicrimes,Undirected,1350,,,1
Souria4Syrians,NaseemAhmed50,Undirected,1351,,,1
Ramadi2016,MhzBnt,Undirected,1352,,,1
murasil1,JihadistJoe,Undirected,1353,,,1
abdullahazam175,AsimAbuMerjem,Undirected,1354,,,1
ismailmahsud,LavioMk,Undirected,1355,,,1
ismailmahsud,NusantarWitness,Undirected,1356,,,5
warrnews,Derinkuvvet,Undirected,1357,,,1
WarReporter1,HHarlemHaleem,Undirected,1358,,,2
GunsandCoffee70,GIIMedia_CH004,Undirected,1359,,,2
muftitaqiusmani,_IshfaqAhmad,Undirected,1360,,,1
Uncle_SamCoco,SheikhKerry,Undirected,1361,,,1
Uncle_SamCoco,Hedj_Vador,Undirected,1362,,,1
WarReporter1,Elizrael,Undirected,1363,,,1
dieinurage29__7,AntiShiasm,Undirected,1364,,,1
apsra178,___KU217_y,Undirected,1365,,,1
RamiAlLolah,Fouadhallak89,Undirected,1366,,,1
abuhumayra5,abuayisha108,Undirected,1367,,,1
Uncle_SamCoco,ReporterSyrien,Undirected,1368,,,7
indiatoday,_IshfaqAhmad,Undirected,1369,,,1
Freedom_speech2,Dhul_Qarnayn1,Undirected,1370,,,5
WarReporter1,Rita_Katz,Undirected,1371,,,1
oMuslimaho,IbnKashmir_,Undirected,1372,,,1
Klasmust,FidaeeFulaani,Undirected,1373,,,11
wheelertweets,Uncle_SamCoco,Undirected,1374,,,2
baaqiya_01,atruaz22,Undirected,1375,,,1
mobi_ayubi,PhillipSmyth,Undirected,1376,,,1
MaghrabiArabi,GreatISNation97,Undirected,1377,,,1
ummnusayba_04,abutariq041,Undirected,1378,,,1
warreports,Abu_Azzzam25,Undirected,1379,,,2
MasoodRaw,06230550_IS,Undirected,1380,,,1
warrnews,Nussaibah,Undirected,1381,,,1
mobi_ayubi,colebunzel,Undirected,1382,,,1
MaghrabiArabi,KoriSchake,Undirected,1383,,,1
andalusigranada,NaseemAhmed50,Undirected,1384,,,1
warrnews,Independent,Undirected,1385,,,1
News_Executive,DawlaWitness11,Undirected,1386,,,1
st3erer,Tawheed4all,Undirected,1387,,,4
mobi_ayubi,Palm,Undirected,1388,,,1
yabiladi_maroc,MaghrabiArabi,Undirected,1389,,,2
wwayf44rer,Uncle_SamCoco,Undirected,1390,,,3
MikesaxtonW,MaghrabiArabi,Undirected,1391,,,1
__alfresco__,Mountainjjoool,Undirected,1392,,,1
lNSlDEWAR,arabthomness,Undirected,1393,,,5
_Layaall,MilkSheikh2,Undirected,1394,,,1
warrnews,murasil1,Undirected,1395,,,1
Uncle_SamCoco,Newslnfo,Undirected,1396,,,1
warrnews,KirkukKirkukKir,Undirected,1397,,,1
TelegraphNews,NaseemAhmed50,Undirected,1398,,,1
jdanteff,Mountainjjoool,Undirected,1399,,,2
killer_bandera,MaghrabiArabi,Undirected,1400,,,1
abdad77,_IshfaqAhmad,Undirected,1401,,,1
benad36,WarReporter1,Undirected,1402,,,1
Uncle_SamCoco,Paradoxy13,Undirected,1403,,,4
YazeedDhardaa25,Sta_92,Undirected,1404,,,1
_IshfaqAhmad,FehmiAlTurki,Undirected,1405,,,1
ah154m,RamiAlLolah,Undirected,1406,,,1
Qannas_,MaghrabiArabi,Undirected,1407,,,1
vjchats,RamiAlLolah,Undirected,1408,,,1
mutludc,RamiAlLolah,Undirected,1409,,,1
warreporter2,The_Muwahhid,Undirected,1410,,,7
JamalParast,IbnKashmir_,Undirected,1411,,,2
iklekishi,NaseemAhmed50,Undirected,1412,,,2
MaghrabiArabi,Jazrawi_Halab,Undirected,1413,,,1
shammlly12,WhiteCat_7,Undirected,1414,,,5
melvynlion,1_texanna,Undirected,1415,,,56
almunajjid_en,_IshfaqAhmad,Undirected,1416,,,4
ReutersWorld,Abu_Azzzam25,Undirected,1417,,,1
sercndgn,AsimAbuMerjem,Undirected,1418,,,1
warrnews,qassam_arabic1,Undirected,1419,,,1
__alfresco__,Trxknsi,Undirected,1420,,,1
sdfh734,baaqiya_01,Undirected,1421,,,1
striverer,WarReporter1,Undirected,1422,,,1
wayf44rerr,adam_hasakah86,Undirected,1423,,,4
alamreeki4,Freedom_speech2,Undirected,1424,,,1
abuayisha108,KhateebDimashqi,Undirected,1425,,,1
SkyNewsBreak,IbnKashmir_,Undirected,1426,,,1
mustaklash60,Uncle_SamCoco,Undirected,1427,,,2
whoamidude,abutariq040,Undirected,1428,,,1
ShaykhAhmadGems,Alwala_bara,Undirected,1429,,,1
MaghrebiRDC,FidaeeFulaani,Undirected,1430,,,1
QassamiMarwan,AbdugheniSabit,Undirected,1431,,,1
__alfresco__,Nrkazakh,Undirected,1432,,,1
WhiteCat_7,DRovera,Undirected,1433,,,1
Uncle_SamCoco,7layers_,Undirected,1434,,,5
hearandobey_,abuhumayra4,Undirected,1435,,,1
abuhumayra4,212lovelyflower,Undirected,1436,,,1
Uncle_SamCoco,MarwanTun_si,Undirected,1437,,,1
war_analysis,wail75q,Undirected,1438,,,1
mobi_ayubi,InstantReporter,Undirected,1439,,,1
wattebre,Uncle_SamCoco,Undirected,1440,,,2
__alfresco__,B1ntRosee87,Undirected,1441,,,4
RamiAlLolah,MaghrabiArabi,Undirected,1442,,,9
abuhumayra4,FleeFromDunya,Undirected,1443,,,1
mobi_ayubi,WarMonitor,Undirected,1444,,,1
alooola_alooola,Afriqqiya_252,Undirected,1445,,,3
MaghrebiWS1,MaghrabiArabi,Undirected,1446,,,1
RamiSafadi93,RamiAlLolah,Undirected,1447,,,2
taylor_davis11,abuhanzalah10,Undirected,1448,,,1
peymaneh123,Uncle_SamCoco,Undirected,1449,,,1
ZoumZoum_,MaghrabiArabi,Undirected,1450,,,1
EPlC24,Conflicts,Undirected,1451,,,4
RamiAlLolah,DefenseUnits,Undirected,1452,,,2
tweetsintheME,Uncle_SamCoco,Undirected,1453,,,1
abdlrhmn15,Daily_Express,Undirected,1454,,,1
warrnews,Uncle_SamCoco,Undirected,1455,,,2
klakishinki,Islamistheway14,Undirected,1456,,,1
warrnews,HamidMirGEO,Undirected,1457,,,1
thefIamesofhaqq,MaghrebiHD,Undirected,1458,,,5
spacejihadi,BilalIbnRabah1,Undirected,1459,,,1
hassanator_,_IshfaqAhmad,Undirected,1460,,,1
MarquardtA,AsimAbuMerjem,Undirected,1461,,,1
bintemergent,abdlrhmn15,Undirected,1462,,,1
USATODAY,NaseemAhmed50,Undirected,1463,,,1
Conflicts,AbuMusab_110,Undirected,1464,,,1
badubaii,Uncle_SamCoco,Undirected,1465,,,1
alamreeki4,OmerRehman,Undirected,1466,,,1
WDFx2EU,MaghrabiArabi,Undirected,1467,,,1
melvynlion,PiccoloDaimaoJr,Undirected,1468,,,2
kIakishini5,freelance_112,Undirected,1469,,,2
warreporter2,Saeed_AlHalabi7,Undirected,1470,,,4
Raqqa_SL,BilalIbnRabah1,Undirected,1471,,,3
warrnews,trensabby,Undirected,1472,,,1
app33mu113_,MilkSheikh2,Undirected,1473,,,4
Hamosh84,Abu_Azzzam25,Undirected,1474,,,1
Uncle_SamCoco,Almasyriqie,Undirected,1475,,,3
WhiteCat_7,EndOfTimes411,Undirected,1476,,,1
sam_samson51,MaghrabiArabi,Undirected,1477,,,1
ro34th,PetroleumEcon,Undirected,1478,,,1
afren_kha,Suspend_Me_fags,Undirected,1479,,,2
Thomas_Caza,MaghrabiArabi,Undirected,1480,,,1
abutariq040,AbuMusafir33,Undirected,1481,,,1
absialbaghdadi,abdlrhmn15,Undirected,1482,,,1
QassamiMarwan,HamidHadeed,Undirected,1483,,,1
nytimesworld,NaseemAhmed50,Undirected,1484,,,1
wayf44rer__,mobi_ayubi,Undirected,1485,,,12
vali_nasr,ismailmahsud,Undirected,1486,,,1
ismailmahsud,TheArabSource,Undirected,1487,,,1
RamiAlLolah,MuawiyahDK,Undirected,1488,,,1
WarReporter1,OlivierGuitta,Undirected,1489,,,1
Jazrawi_Abyan,06230550_IS,Undirected,1490,,,1
dieinurage29__7,PresosMusulmane,Undirected,1491,,,2
plustocks,MaghrabiArabi,Undirected,1492,,,1
warreporter2,Imarat_1,Undirected,1493,,,1
reynaldovege,NaseemAhmed50,Undirected,1494,,,1
mobi_ayubi,Qashmier,Undirected,1495,,,2
mobi_ayubi,HamdoDelic,Undirected,1496,,,1
mslmsoldier,RamiAlLolah,Undirected,1497,,,1
abdul_hakym_,AsimAbuMerjem,Undirected,1498,,,1
_IshfaqAhmad,Du3aa,Undirected,1499,,,1
Abu__Sayfillaah,Abu_Azzzam25,Undirected,1500,,,1
skjfgyi7r6,WhiteCat_7,Undirected,1501,,,1
yarotrof,murasil1,Undirected,1502,,,1
crcmlibya,MaghrebiQM,Undirected,1503,,,2
mobi_ayubi,MPPregent,Undirected,1504,,,1
st3erer,antiISISnot,Undirected,1505,,,1
fahadslay614,Kuffar_hunter,Undirected,1506,,,1
wayf44rerr,AmalBRose,Undirected,1507,,,1
DriftOne103,432Mryam,Undirected,1508,,,1
st3erer,Newsweek,Undirected,1509,,,1
freelance_112,AbuMusafir33,Undirected,1510,,,1
hasnn556,abubakerdimshqi,Undirected,1511,,,1
KhalidMaghrebi_,GunsandCoffee70,Undirected,1512,,,5
MaghrabiArabi,LANURSE1,Undirected,1513,,,1
Uncle_SamCoco,BeniUmmaya,Undirected,1514,,,1
dxcorcist,Fidaee_Fulaani,Undirected,1515,,,1
warrnews,ThierryU,Undirected,1516,,,1
RamiAlLolah,JoinISNation102,Undirected,1517,,,5
sparksofirhabi3,06230550_IS,Undirected,1518,,,2
LifeInSyria,IbnKashmir_,Undirected,1519,,,1
MaghrebiHD,Jazrawi_Joulan,Undirected,1520,,,1
stf_12h,WarReporter1,Undirected,1521,,,1
anjemchoudary,WhiteCat_7,Undirected,1522,,,1
Speedy_Villain,Bajwa47online,Undirected,1523,,,1
3diyah0000,06230550_IS,Undirected,1524,,,1
schumelli1,NaseemAhmed50,Undirected,1525,,,1
darshnasoni,WarReporter1,Undirected,1526,,,1
RamiAlLolah,Aqiiil,Undirected,1527,,,1
abubakerdimshqi,Al_Fatih_18,Undirected,1528,,,2
RamiAlLolah,NusantarWitness,Undirected,1529,,,2
archicivilians,1515Ummah,Undirected,1530,,,1
MotherDawlah,DawlaWitness11,Undirected,1531,,,1
Uncle_SamCoco,GreatPicturesHD,Undirected,1532,,,1
wayf44rerr,BanniereNoireEN,Undirected,1533,,,3
thetimes,RamiAlLolah,Undirected,1534,,,2
abubakerdimshqi,NikoRe_,Undirected,1535,,,1
RamiAlLolah,AlfarShadi,Undirected,1536,,,1
abdulmalek1969,RamiAlLolah,Undirected,1537,,,1
MaghrabiArabi,DavidOls,Undirected,1538,,,1
ahmadalanssari4,abdlrhmn15,Undirected,1539,,,1
abdlrhmn15,Fisebilillah9,Undirected,1540,,,1
QassamiMarwan,7_Tahona,Undirected,1541,,,2
thedailybeast,Uncle_SamCoco,Undirected,1542,,,2
moustiklash,kaswara07,Undirected,1543,,,5
_Monochrome_01,Uncle_SamCoco,Undirected,1544,,,1
mobi_ayubi,Avashin,Undirected,1545,,,1
mobi_ayubi,KaleemUllahBaj1,Undirected,1546,,,1
bd__news,Abu_Ibn_Taha,Undirected,1547,,,3
warreporter2,ilami_muhammed,Undirected,1548,,,1
alamreeki4,AlArabiya_Eng,Undirected,1549,,,1
warrnews,Maveraunnehir29,Undirected,1550,,,1
Baqiyah_Khilafa,ABUHIBBAN9,Undirected,1551,,,1
HAMZA35209826,Bajwa47online,Undirected,1552,,,1
mobi_ayubi,TheEconomist,Undirected,1553,,,1
Baqiyah_Khilafa,Ararraraar231,Undirected,1554,,,4
ro34th,KhateebDimashqi,Undirected,1555,,,3
mobi_ayubi,KhateebAlUmawi,Undirected,1556,,,1
warrnews,Aswed_Flags,Undirected,1557,,,2
wayf44rerr,SvobodaRadio,Undirected,1558,,,1
WhiteCat_7,KhadijaIslam21,Undirected,1559,,,1
mobi_ayubi,Ahmed97Shaheed,Undirected,1560,,,1
Uncle_SamCoco,IbnAbdallah21,Undirected,1561,,,1
abutariq040,RK_U2,Undirected,1562,,,1
MaghrebiQM,HaraldDoornbos,Undirected,1563,,,2
WarReporter1,OumDujana,Undirected,1564,,,1
wwayf44rer,_IshfaqAhmad,Undirected,1565,,,2
amee45712241,MilkSheikh2,Undirected,1566,,,1
Uncle_SamCoco,SaiyanSyrian,Undirected,1567,,,1
farisman1985,RamiAlLolah,Undirected,1568,,,2
ScotMikey1111,AsimAbuMerjem,Undirected,1569,,,1
Skx90x,CXaafada2,Undirected,1570,,,1
Macqal_1,JohnsonsBot,Undirected,1571,,,1
Nour_Samaha,MaghrebiQM,Undirected,1572,,,1
war_analysis,AlMuwahideen,Undirected,1573,,,1
Jazrawi_Shadadi,DabiqsweetsMan,Undirected,1574,,,2
sassysassyred,melvynlion,Undirected,1575,,,54
war_analysis,EPlC27,Undirected,1576,,,1
aqwxszec,Uncle_SamCoco,Undirected,1577,,,1
