Source,Target,Type,Id,Label,timeset,Weight
DawlaWitness11,AnakSabil_007,Undirected,4076,,,10
TweetsByReefi,Fidaee_Fulaani,Undirected,4077,,,1
Saksentrots,MaghrebiHD,Undirected,4078,,,1
_qariban,_IshfaqAhmad,Undirected,4079,,,1
Uncle_SamCoco,Arab_parachute,Undirected,4080,,,1
victoryfront7,Abu_Azzzam25,Undirected,4081,,,1
ErielleDelzer,EPlC24,Undirected,4082,,,1
Uncle_SamCoco,MoonbeamMelly,Undirected,4083,,,2
VentiloMorocco,Uncle_SamCoco,Undirected,4084,,,3
RamiAlLolah,Ahmadmuaffaq,Undirected,4085,,,3
mobi_ayubi,BiancaJagger,Undirected,4086,,,1
arbrelotee_,abutariq040,Undirected,4087,,,1
islamca8,CXaafada2,Undirected,4088,,,1
sparksofirhabi3,abuhumayra4,Undirected,4089,,,1
dieinyourrage03,Baqiyah_Khilafa,Undirected,4090,,,1
wail75r,Uncle_SamCoco,Undirected,4091,,,2
ajaltamimi,_IshfaqAhmad,Undirected,4092,,,1
Uncle_SamCoco,P4HR,Undirected,4093,,,1
warrnews,AlghadAlarabi,Undirected,4094,,,1
klakishinki,BaniUmmaya,Undirected,4095,,,2
khalidi_4_sham,almuhajirun9,Undirected,4096,,,1
baaqiya_01,QitaaliIsBack,Undirected,4097,,,3
Ibn_uthaymeen_,432Mryam,Undirected,4098,,,1
warrnews,imraansiddiqi,Undirected,4099,,,1
WhiteCat_7,Jazrawi_3uud,Undirected,4100,,,1
abuhanzalah10,KatieLobosco,Undirected,4101,,,1
adnanhobalah,RamiAlLolah,Undirected,4102,,,3
WarReporter1,NewsStream_,Undirected,4103,,,1
safiyaimback,AlterNet,Undirected,4104,,,1
Uncle_SamCoco,AleveryJunior,Undirected,4105,,,4
k_kid04,28Abu2H,Undirected,4106,,,1
NINITSIKLAURI,MaghrabiArabi,Undirected,4107,,,1
alfinlandi,_IshfaqAhmad,Undirected,4108,,,2
st3erer,WarReporter1,Undirected,4109,,,1
CXaafada2,136BintRoses,Undirected,4110,,,1
HeartHasStereo,AsimAbuMerjem,Undirected,4111,,,1
lion_faisal,432Mryam,Undirected,4112,,,4
freedaraa11,RamiAlLolah,Undirected,4113,,,4
st3erer,KhateebDimashqi,Undirected,4114,,,1
st3erer,Ibn__Al_Farooq_,Undirected,4115,,,1
__alfresco__,AllahuAlam__,Undirected,4116,,,1
Uncle_SamCoco,AbouDjaffar,Undirected,4117,,,2
oryxspioenkop,mobi_ayubi,Undirected,4118,,,1
michaelh992,ismailmahsud,Undirected,4119,,,2
musliimah_9_11_,abdlrhmn15,Undirected,4120,,,1
spacejihadi,klakishinki,Undirected,4121,,,1
sparksofirhabi5,melvynlion,Undirected,4122,,,46
F4Sham,06230550_IS,Undirected,4123,,,1
ReutersWorld,Freedom_speech2,Undirected,4124,,,1
warrnews,Watcherone,Undirected,4125,,,1
schloren,Uncle_SamCoco,Undirected,4126,,,1
umar_khurasani,abdlrhmn15,Undirected,4127,,,3
warrnews,VivaRevolt,Undirected,4128,,,15
murasil1,JosephHDempsey,Undirected,4129,,,1
moustiklash,RomainCaillet,Undirected,4130,,,1
mustafaklash34,darulhijrateyni,Undirected,4131,,,1
RamiAlLolah,AkEl_Saruman,Undirected,4132,,,1
filipsweet,WarReporter1,Undirected,4133,,,1
lmgaveriaux,Uncle_SamCoco,Undirected,4134,,,3
SMAA6,RamiAlLolah,Undirected,4135,,,1
dieinurage309,Baqiyah_Khilafa,Undirected,4136,,,2
abutariq040,MuslimPrisoners,Undirected,4137,,,4
MaghrebiWS2,MaghrabiArabi,Undirected,4138,,,1
cfr_org,Uncle_SamCoco,Undirected,4139,,,1
schumelli1,melvynlion,Undirected,4140,,,1
abutariq040,WindOfVictory,Undirected,4141,,,1
freealeppo1985,abubakerdimshqi,Undirected,4142,,,1
OmarKhattabHaru,CXaafada2,Undirected,4143,,,1
JihadPod,Abu_Azzzam25,Undirected,4144,,,1
abutariq036,Baqiyah_Khilafa,Undirected,4145,,,1
pieternanninga,mobi_ayubi,Undirected,4146,,,3
mobi_ayubi,BalkanNewsbeat,Undirected,4147,,,2
NaseemAhmed50,AlArabiya_Eng,Undirected,4148,,,5
IbnKashmir_,IWantDollars,Undirected,4149,,,1
AppleSUX,1515Ummah,Undirected,4150,,,1
abubakerdimshqi,ValerioDeC,Undirected,4151,,,1
yerba_mat,lNSlDEWAR,Undirected,4152,,,1
Uncle_SamCoco,UNESCO,Undirected,4153,,,2
warreporter2,jsiwat,Undirected,4154,,,6
TheTweetingZed,RamiAlLolah,Undirected,4155,,,1
EPlC24,DailySabah,Undirected,4156,,,1
abuhumayra4,BeatmetoAllah,Undirected,4157,,,1
warreporter2,jond_aqsa7,Undirected,4158,,,1
archicivilians,MaghrebiHD,Undirected,4159,,,1
wail75q,Uncle_SamCoco,Undirected,4160,,,8
WarReporter1,Prswitness,Undirected,4161,,,4
mohyeedine,RamiAlLolah,Undirected,4162,,,1
abutariq040,AlaComing,Undirected,4163,,,3
mobi_ayubi,BintShMumin1,Undirected,4164,,,1
abuhumayra4,Independent,Undirected,4165,,,2
Hajar_Cantlie01,Baqiyah_Khilafa,Undirected,4166,,,1
MaghrabiArabi,4u5hPuppy,Undirected,4167,,,1
sam_samson20,abutariq041,Undirected,4168,,,2
khaldz7,RamiAlLolah,Undirected,4169,,,1
antiISISnot,AbuMusab_110,Undirected,4170,,,1
mobi_ayubi,Jazrawi_Sham,Undirected,4171,,,5
kogaalbarq,Uncle_SamCoco,Undirected,4172,,,7
klakishinki,Jazrawi_Sinai,Undirected,4173,,,2
abubakerdimshqi,UmmUmarah2,Undirected,4174,,,1
freedaraa11,MaghrebiQ,Undirected,4175,,,6
mobi_ayubi,irtizaimran,Undirected,4176,,,1
striverer,sonofshishan,Undirected,4177,,,1
mahatmadeen3237,NaseemAhmed50,Undirected,4178,,,2
MaghrebiWM,KoliaDelesalle,Undirected,4179,,,2
ummsaffiyya,Uncle_SamCoco,Undirected,4180,,,2
grezz10,IbnElHijaz,Undirected,4181,,,8
abuayisha108,_NewsLeak_,Undirected,4182,,,1
serok_shix,Uncle_SamCoco,Undirected,4183,,,1
Uncle_SamCoco,1OeufQuiParle,Undirected,4184,,,16
warrnews,ebu_nusra65,Undirected,4185,,,1
Alwala_bara,5629haqq,Undirected,4186,,,1
SheikhKerry,NaseemAhmed50,Undirected,4187,,,1
c_cl3r,MhzBnt,Undirected,4188,,,1
st3erer,RidvanMemishi3,Undirected,4189,,,2
warrnews,MaghrabiArabi,Undirected,4190,,,1
macroarch,BaqiyaIs,Undirected,4191,,,1
warrnews,forqaan2,Undirected,4192,,,1
mobi_ayubi,EjmAlrai,Undirected,4193,,,3
SunrayEurope,AsimAbuMerjem,Undirected,4194,,,1
NaseemAhmed50,HeartHasStereo,Undirected,4195,,,2
warrnews,Abumuaz01,Undirected,4196,,,1
abuhumayra4,Klasmust,Undirected,4197,,,1
mini_abu,WarReporter1,Undirected,4198,,,1
war_analysis,saqrquraysh11,Undirected,4199,,,1
DidyouknowVS,Abu_Azzzam25,Undirected,4200,,,1
WarReporter1,Charles_Lister,Undirected,4201,,,6
warrnews,ShamiNews2016,Undirected,4202,,,1
dmjolley,MaghrabiArabi,Undirected,4203,,,1
vicenews,abdlrhmn15,Undirected,4204,,,1
mobi_ayubi,TheIraqWitness,Undirected,4205,,,1
murasil1,colebunzel,Undirected,4206,,,1
vali_nasr,MaghrabiArabi,Undirected,4207,,,1
abutariq040,Jazrawi_Saraqib,Undirected,4208,,,7
IshaaqNewton,CXaafada2,Undirected,4209,,,3
abuhumayra4,HassanIstiila,Undirected,4210,,,1
mobi_ayubi,khattab190,Undirected,4211,,,2
imtiyazazhar,_IshfaqAhmad,Undirected,4212,,,1
p_vanostaeyen,Uncle_SamCoco,Undirected,4213,,,1
wayf44rerr,deSyracuse,Undirected,4214,,,2
mobi_ayubi,klaus132,Undirected,4215,,,1
middleeasteye,_IshfaqAhmad,Undirected,4216,,,1
oritperlov,RamiAlLolah,Undirected,4217,,,4
WarReporter1,SITE_CYBER,Undirected,4218,,,1
MilkSheikh2,AsimAbuMerjem,Undirected,4219,,,29
Uncle_SamCoco,Bronson_10,Undirected,4220,,,2
_IshfaqAhmad,IHHen,Undirected,4221,,,1
ro34th,MmaGreen,Undirected,4222,,,1
WhiteCat_7,AManLikeMe,Undirected,4223,,,3
striv3r_,MaghrabiArabi,Undirected,4224,,,1
Mustafaklashin7,BaqiyaIs,Undirected,4225,,,1
WarReporter1,DanDuva1,Undirected,4226,,,1
NaseemAhmed50,IS_Khurasan8,Undirected,4227,,,1
Uncle_SamCoco,MailOnline,Undirected,4228,,,1
abdlrhmn15,AEJKhalil,Undirected,4229,,,2
thefIamesofhaqq,FakherAlAyoubi,Undirected,4230,,,1
MaghrebiMWss,MaghrabiArabi,Undirected,4231,,,1
KuwaitiKabsa,Fidaee_Fulaani,Undirected,4232,,,3
ibneaadam_,_IshfaqAhmad,Undirected,4233,,,10
warrnews,siteintelgroup,Undirected,4234,,,1
ks48a174031,DriftOne071,Undirected,4235,,,1
warrnews,9a9b3a710bfb47e,Undirected,4236,,,1
WarReporter1,QalaatAlMudiq,Undirected,4237,,,6
p_vanostaeyen,MaghrabiArabi,Undirected,4238,,,2
c0n0fj1had4_,IraqiSMCEn,Undirected,4239,,,1
ajreid,EPlC24,Undirected,4240,,,1
abuhumayra4,KhateebAlUmawi,Undirected,4241,,,1
wayf44rerr,Gunslingerboy_,Undirected,4242,,,2
Uncle_SamCoco,Nayes102,Undirected,4243,,,2
MilitaryFarm,MaghrabiArabi,Undirected,4244,,,1
vvanwilgenburg,lNSlDEWAR,Undirected,4245,,,1
ibnayyub1_,Fidaee_Fulaani,Undirected,4246,,,4
mobi_ayubi,TheVoiceKashmir,Undirected,4247,,,1
abutariq041,JooniIsrar,Undirected,4248,,,2
foreignpolicy,_IshfaqAhmad,Undirected,4249,,,1
WarReporter1,RevolutionSyria,Undirected,4250,,,1
mobi_ayubi,brandanrey,Undirected,4251,,,1
abubakerdimshqi,IslamicEyes,Undirected,4252,,,1
WilayatNinawa,WhiteCat_7,Undirected,4253,,,20
abuhumayra4,AYAH,Undirected,4254,,,1
c36abh__,Uncle_SamCoco,Undirected,4255,,,2
Uncle_SamCoco,ChevalierMahy,Undirected,4256,,,3
WarReporter1,NaserElHaqq,Undirected,4257,,,1
abdlrhmn15,Ayisha_Bengali_,Undirected,4258,,,2
AFP,1515Ummah,Undirected,4259,,,1
MhzBnt,AbuAircrafT111,Undirected,4260,,,1
p_vanostaeyen,WarReporter1,Undirected,4261,,,1
warrnews,Malcolmite,Undirected,4262,,,7
medicaldaily,NaseemAhmed50,Undirected,4263,,,1
klakishinki,MarwanTunsi____,Undirected,4264,,,1
Uncle_SamCoco,Aquila_Fortis,Undirected,4265,,,1
wayyf44rer,Jazrawi_Sukhna,Undirected,4266,,,1
murasil1,SamTamiz,Undirected,4267,,,3
klakishinki,TheIraqWitness,Undirected,4268,,,5
mobi_ayubi,AsgaCu,Undirected,4269,,,3
ro34th,Hasan6ali,Undirected,4270,,,1
BintLucy,1515Ummah,Undirected,4271,,,1
ro34th,pieternanninga,Undirected,4272,,,1
muruthallah,NaseemAhmed50,Undirected,4273,,,1
WarMonitor,FidaeeFulaani,Undirected,4274,,,1
xxxzzz333,04_8_1437,Undirected,4275,,,2
middlepoltics,DawlaWitness11,Undirected,4276,,,1
QassamiMarwan,MiddleEastEye,Undirected,4277,,,1
thefIamesofhaqq,AlamrikiOmar,Undirected,4278,,,4
Uncle_SamCoco,SriSri,Undirected,4279,,,1
nasertamimi,RamiAlLolah,Undirected,4280,,,6
RamiAlLolah,L0gg0l,Undirected,4281,,,2
jrossman12,MaghrabiArabi,Undirected,4282,,,6
arkonmert,RamiAlLolah,Undirected,4283,,,1
valentinbeaumon,Uncle_SamCoco,Undirected,4284,,,1
warrnews,Almanya_Fatimah,Undirected,4285,,,1
m10klashin,Suspend_Me_fags,Undirected,4286,,,1
warrnews,NorthernStork,Undirected,4287,,,4
Uncle_SamCoco,NiggazStruggles,Undirected,4288,,,1
lNSlDEWAR,News_Executive,Undirected,4289,,,2
Fidaee_Fulaani,DrPartizan_,Undirected,4290,,,1
wayf44rerr,MousaAlomar,Undirected,4291,,,1
warrnews,IraqiSecurity,Undirected,4292,,,1
safiyaimback,Nidalgazaui,Undirected,4293,,,1
ShamiRebel,AsimAbuMerjem,Undirected,4294,,,1
WarNews24_7,Nidalgazaui,Undirected,4295,,,4
st3erer,WashInstitute,Undirected,4296,,,1
MaghrabiArabi,IHWCo,Undirected,4297,,,1
melvynlion,Stranger__Akh,Undirected,4298,,,1
irqjmjmt,DawlaWitness11,Undirected,4299,,,1
squadsquaaaaad,OzWitness149,Undirected,4300,,,1
BaqiyaIs,AlArabiya_Eng,Undirected,4301,,,1
JAlbequw,Fidaee_Fulaani,Undirected,4302,,,1
mobi_ayubi,BNONews,Undirected,4303,,,1
Dieinurage308,Aishaisis2Isis,Undirected,4304,,,1
mobi_ayubi,TechChef_Inc,Undirected,4305,,,2
wayf44rerr,AdamHasakah19,Undirected,4306,,,3
thedailybeast,IbnKashmir_,Undirected,4307,,,1
NaseemAhmed50,IbnKashmir_,Undirected,4308,,,1
MaghrabiArabi,AlghadAlarabi,Undirected,4309,,,1
murasil1,Salman_alodah,Undirected,4310,,,1
Alwala_bara,ALHASHIMIYA4,Undirected,4311,,,2
DunyaTravelle4,CXaafada2,Undirected,4312,,,1
intifada,Uncle_SamCoco,Undirected,4313,,,1
__alfresco__,AbuBlock,Undirected,4314,,,2
abuhumayra4,Hjrah_Jhad_13,Undirected,4315,,,1
GunsandCoffee70,50W30,Undirected,4316,,,1
melvynlion,Terror_Monitor,Undirected,4317,,,1
murasil1,PatrickOsgood,Undirected,4318,,,1
abuayisha108,_Inghimasi_,Undirected,4319,,,1
aronlund,06230550_IS,Undirected,4320,,,1
Uncle_SamCoco,OttomanAkh,Undirected,4321,,,6
_IshfaqAhmad,Du3aa_E,Undirected,4322,,,1
klakishinki,AK47witness,Undirected,4323,,,1
tawheed4all,_IshfaqAhmad,Undirected,4324,,,6
_NewsLeak_,WarReporter1,Undirected,4325,,,7
RamiAlLolah,MousaAlomar,Undirected,4326,,,42
carolmalouf,Uncle_SamCoco,Undirected,4327,,,1
BaqiyaIs,AK47_PK,Undirected,4328,,,6
moheb_shalati,MaghrebiQM,Undirected,4329,,,3
MilkSheikh2,BilalIbnRabah1,Undirected,4330,,,1
squadsquaaaaad,pajara_verde32,Undirected,4331,,,1
ismailmahsud,CTstudies,Undirected,4332,,,1
Nidalgazaui,IbnKashmir_,Undirected,4333,,,6
safety,MaghrabiArabi,Undirected,4334,,,1
MironHCH,Fidaee_Fulaani,Undirected,4335,,,1
Turhibuun,AsimAbuMerjem,Undirected,4336,,,1
johnbatt8,RamiAlLolah,Undirected,4337,,,1
arabthomness,Uncle_SamCoco,Undirected,4338,,,5
mobi_ayubi,IbnQitalll,Undirected,4339,,,1
JulianRoepcke,AsimAbuMerjem,Undirected,4340,,,2
sparksofirhabi4,1515Ummah,Undirected,4341,,,1
mobi_ayubi,NonTypicalArab,Undirected,4342,,,1
ferdddaws,Jazrawi_Saraqib,Undirected,4343,,,1
iomgbfvdvdcsc,Afriqqiya_252,Undirected,4344,,,2
update_my_info,BaqiyaIs,Undirected,4345,,,1
twdwln,WarReporter1,Undirected,4346,,,1
warreporter2,MaghrebiMWss,Undirected,4347,,,7
smh,NaseemAhmed50,Undirected,4348,,,1
YouTube,Uncle_SamCoco,Undirected,4349,,,1
abuayisha108,ForeignPolicy,Undirected,4350,,,1
hxhassan,AsimAbuMerjem,Undirected,4351,,,2
parvezicrimes,_IshfaqAhmad,Undirected,4352,,,1
abdlrhmn15,MuslimPrisoners,Undirected,4353,,,3
dnanmhmd51_51,AsimAbuMerjem,Undirected,4354,,,1
abuhuthafairaqi,MilkSheikh2,Undirected,4355,,,2
ektrit,RamiAlLolah,Undirected,4356,,,2
warreporter2,khawrijwitness,Undirected,4357,,,1
warreporter2,MiddleEastEye,Undirected,4358,,,1
Uncle_SamCoco,DrOmarAshour,Undirected,4359,,,1
moustiklash,Uncle_SamCoco,Undirected,4360,,,2
abuhumayra4,Max_Fisher,Undirected,4361,,,1
rebel_real,WarReporter1,Undirected,4362,,,1
freelance_112,AbuToyota,Undirected,4363,,,1
thedailybeast,NaseemAhmed50,Undirected,4364,,,1
mobi_ayubi,RudawEnglish,Undirected,4365,,,1
MaghrabiArabi,Channel4News,Undirected,4366,,,1
KafHaYaAinShad_,Alwala_bara,Undirected,4367,,,1
souriaX,MaghrebiWM,Undirected,4368,,,1
MaghrabiArabi,AJArabic,Undirected,4369,,,1
abuhumayra4,Abu_Itaqillah,Undirected,4370,,,1
murasil1,ThatCoffeeTho,Undirected,4371,,,1
abdulmatin,Baqiyah_Khilafa,Undirected,4372,,,1
Uncle_SamCoco,KreaseChan,Undirected,4373,,,3
fatimatje_96,Abu_Azzzam25,Undirected,4374,,,1
FidaeeFulaani,Bnt167Roses,Undirected,4375,,,1
Uncle_SamCoco,Daudoo,Undirected,4376,,,1
Uncle_SamCoco,Ibn_Sayyid,Undirected,4377,,,17
WarReporter1,Jazrawi_Saraqib,Undirected,4378,,,2
mobi_ayubi,haaretzcom,Undirected,4379,,,1
criticalthreats,Uncle_SamCoco,Undirected,4380,,,1
iraqithakoo,IbnKashmir_,Undirected,4381,,,2
jam_bash87,Jazrawi_Saraqib,Undirected,4382,,,1
SafaricomLtd,06230550_IS,Undirected,4383,,,1
warrnews,darren_dazmav,Undirected,4384,,,1
mobi_ayubi,bavagujar,Undirected,4385,,,7
wayf44rerr,Ibn__Al_Farooq_,Undirected,4386,,,1
mobi_ayubi,MiddleEastEye,Undirected,4387,,,7
altarefe_en,_IshfaqAhmad,Undirected,4388,,,2
Abu_Azzzam25,AbuAnonymous,Undirected,4389,,,1
wayf44rerr,Trxknsi,Undirected,4390,,,2
warrnews,BTelawy,Undirected,4391,,,3
lNSlDEWAR,HKX07,Undirected,4392,,,1
shereenaqazi,mobi_ayubi,Undirected,4393,,,1
NaseemAhmed50,7layers_,Undirected,4394,,,6
__alfresco__,WimLuyckx,Undirected,4395,,,1
leithfadel,RamiAlLolah,Undirected,4396,,,3
ro34th,AmarAmarasingam,Undirected,4397,,,1
Hik_w_Imaan,06230550_IS,Undirected,4398,,,1
BaselAbuwarda,AsimAbuMerjem,Undirected,4399,,,1
RamiAlLolah,MTerzi1980,Undirected,4400,,,2
st3erer,MusaIbr63330110,Undirected,4401,,,2
Suspend_Me_fags,Realharampolice,Undirected,4402,,,2
BosnianWitnes15,Alwala_bara,Undirected,4403,,,2
wayf44rerr,Mss_Rossa1,Undirected,4404,,,1
Uncle_SamCoco,Blackened22,Undirected,4405,,,1
RamiAlLolah,AbraxasSpa,Undirected,4406,,,2
shawjARY900,abuayisha108,Undirected,4407,,,1
WarReporter1,RudawEnglish,Undirected,4408,,,1
HassanIstiila,Abu_Azzzam25,Undirected,4409,,,1
leithfadel,AsimAbuMerjem,Undirected,4410,,,10
abubakerdimshqi,GazaSamah,Undirected,4411,,,1
dailycaller,MaghrabiArabi,Undirected,4412,,,1
arabthomness,WarReporter1,Undirected,4413,,,1
Nidalgazaui,MaghrabiArabi,Undirected,4414,,,3
Uncle_SamCoco,Mu_Ha_Mad,Undirected,4415,,,1
___KU217_y,Ujk7428,Undirected,4416,,,1
YazeedDhardaa25,TruthFulFamily2,Undirected,4417,,,1
vvanwilgenburg,MaghrabiArabi,Undirected,4418,,,2
Raqqa_SL,IbnKashmir_,Undirected,4419,,,1
The_NewArab,MaghrabiArabi,Undirected,4420,,,1
InstantReporter,AsimAbuMerjem,Undirected,4421,,,1
st3erer,01sak_,Undirected,4422,,,2
RamiAlLolah,JZarif,Undirected,4423,,,2
Jazrawi_BnJawad,Abu_Azzzam25,Undirected,4424,,,1
IbnKashmir_,Conflicts,Undirected,4425,,,2
WarReporter1,AbdugheniSabit,Undirected,4426,,,1
murasil1,Alex_de_M,Undirected,4427,,,1
Uncle_SamCoco,JannahKeys,Undirected,4428,,,1
lNSlDEWAR,WarReporter1,Undirected,4429,,,1
ismailmahsud,BJPGujarat,Undirected,4430,,,1
Sam76429815,Dieinurage308,Undirected,4431,,,1
mahfujhindi,MilkSheikh2,Undirected,4432,,,1
Uncle_SamCoco,PureDeen4,Undirected,4433,,,1
Baqiyah_Khilafa,Abu26H7,Undirected,4434,,,3
sonofshishan,F4Sham,Undirected,4435,,,1
Uncle_SamCoco,LeMonde_Afrique,Undirected,4436,,,1
bbcworldservice,DawlaWitness11,Undirected,4437,,,1
green_lemonnn,AsimAbuMerjem,Undirected,4438,,,1
wayf44rerr,ajmurgent,Undirected,4439,,,1
MaghrabiArabi,Independent,Undirected,4440,,,1
Mustiklashi,MaghrabiArabi,Undirected,4441,,,1
principalegg,MaghrabiArabi,Undirected,4442,,,1
tac_ins,AsimAbuMerjem,Undirected,4443,,,1
wayf44rerr,AyseAysedincer8,Undirected,4444,,,2
YusuF90192469,Uncle_SamCoco,Undirected,4445,,,9
RamiAlLolah,CTStudies,Undirected,4446,,,1
WarReporter1,BtlUpdt,Undirected,4447,,,1
alq3qa3_4,RamiAlLolah,Undirected,4448,,,1
Uncle_SamCoco,Breaking3zero,Undirected,4449,,,1
wwayyf44rer,thefIamesofhaqq,Undirected,4450,,,5
abutariq040,RPG7sniper,Undirected,4451,,,3
WarReporter1,TheRealBTL,Undirected,4452,,,3
bretttorden,EPlC24,Undirected,4453,,,1
_Darmouss,Uncle_SamCoco,Undirected,4454,,,4
abdlrhmn15,RevolutionSyria,Undirected,4455,,,1
__aldente__,Fidaee_Fulaani,Undirected,4456,,,4
RamiAlLolah,AsimAbuMerjem,Undirected,4457,,,17
RamiAlLolah,BrunFree,Undirected,4458,,,11
SadiqKhan,AbuMusab_110,Undirected,4459,,,3
ninja9k,Uncle_SamCoco,Undirected,4460,,,2
MaghrebiWM,MaghrabiArabi,Undirected,4461,,,1
MaghrabiArabi,Health,Undirected,4462,,,1
melvynlion,Ibn__Al_Farooq_,Undirected,4463,,,25
victorynewshd,mobi_ayubi,Undirected,4464,,,1
ianbremmer,WarReporter1,Undirected,4465,,,1
NaseemAhmed50,Bedouin127,Undirected,4466,,,2
wayyf44rer,AbuBlock,Undirected,4467,,,1
Jazrawi_Saraqib,AsimAbuMerjem,Undirected,4468,,,1
audrey_som,EPlC24,Undirected,4469,,,1
alamriki_omar,DawlaWitness11,Undirected,4470,,,5
businessinsider,MilkSheikh2,Undirected,4471,,,1
wayf44rerr,Gibraan8,Undirected,4472,,,1
dhooo7790,abubakerdimshqi,Undirected,4473,,,2
WarReporter1,Oded121351,Undirected,4474,,,1
lNSlDEWAR,HerrMuslim,Undirected,4475,,,1
_____meteld_er_,RamiAlLolah,Undirected,4476,,,1
khanasury,WarReporter1,Undirected,4477,,,2
alamreeki12,Mountainjjoool,Undirected,4478,,,1
MaghrabiArabi,MEWR_,Undirected,4479,,,1
un_know_nn,abutariq040,Undirected,4480,,,2
MaghrabiArabi,ARnews1936,Undirected,4481,,,1
mobi_ayubi,DeirEzzor24,Undirected,4482,,,1
mobi_ayubi,abuhuthafa,Undirected,4483,,,1
Uncle_SamCoco,AnisseAlmansour,Undirected,4484,,,2
made0in0war,Uncle_SamCoco,Undirected,4485,,,1
mariamnearria,WarReporter1,Undirected,4486,,,1
Nidalgazaui,Fidaee_Fulaani,Undirected,4487,,,1
ro34th,putintintin1,Undirected,4488,,,1
Uncle_SamCoco,AyyubibnSky,Undirected,4489,,,1
Al_maqalaat11,06230550_IS,Undirected,4490,,,1
Remy8289,Jazrawi_Joulan,Undirected,4491,,,4
BarakMendelsohn,Abu_Azzzam25,Undirected,4492,,,1
abubakerdimshqi,abu_yusef90,Undirected,4493,,,1
NaseemAhmed50,BI_contributors,Undirected,4494,,,1
safiyaimback,AbooSalahudeen,Undirected,4495,,,1
nancyayoussef,WarReporter1,Undirected,4496,,,1
cathynewman,MaghrabiArabi,Undirected,4497,,,1
NaseemAhmed50,HadiAlabdallah,Undirected,4498,,,1
Uncle_SamCoco,IdrissSihamedi,Undirected,4499,,,1
zyaad_alsenjary,wayf44rerr,Undirected,4500,,,1
thomasjoscelyn,MaghrebiQM,Undirected,4501,,,1
squadsquaaaaad,UmmLina85,Undirected,4502,,,2
_IshfaqAhmad,NasirJamshed_,Undirected,4503,,,1
lNSlDEWAR,hxhassan,Undirected,4504,,,1
MaghrabiArabi,Abu_Mohammed_x,Undirected,4505,,,2
_IshfaqAhmad,MaghrebiEng,Undirected,4506,,,3
murasil1,deSyracuse,Undirected,4507,,,2
lukesmithnews,lNSlDEWAR,Undirected,4508,,,2
Uncle_SamCoco,24Aleppo,Undirected,4509,,,4
thisisgulsah,MhzBnt,Undirected,4510,,,2
warrnews,BiladFransa,Undirected,4511,,,1
abuayisha108,Hjr_Jhd_19,Undirected,4512,,,1
ismailmahsud,ReutersWorld,Undirected,4513,,,2
MaghrabiArabi,GKJoe,Undirected,4514,,,4
abutariq040,TheHourIsNear4,Undirected,4515,,,1
_IshfaqAhmad,Akhi_Wal_Bara,Undirected,4516,,,1
MaghrabiArabi,GissiSim,Undirected,4517,,,1
ro34th,TerrorismStudie,Undirected,4518,,,1
abuhumayra4,MilkSheikh2,Undirected,4519,,,2
Uncle_SamCoco,CombatChris1,Undirected,4520,,,5
alasad1424,RamiAlLolah,Undirected,4521,,,1
abuhurairah9002,Uncle_SamCoco,Undirected,4522,,,1
Jazrawi_Joulan,EPlC24,Undirected,4523,,,1
ihgrewardsclub,Abu_Azzzam25,Undirected,4524,,,1
mobi_ayubi,Lyobserver,Undirected,4525,,,1
freeoursisters3,IbnKashmir_,Undirected,4526,,,1
Hayder_alKhoei,AsimAbuMerjem,Undirected,4527,,,1
melvynlion,7layers_,Undirected,4528,,,1
TPOnl,MaghrabiArabi,Undirected,4529,,,2
Uncle_SamCoco,SkydyB,Undirected,4530,,,1
ummSalma38,CXaafada2,Undirected,4531,,,1
abdlrhmn15,CJTFOIR,Undirected,4532,,,1
Uncle_SamCoco,AlArabiya_Eng,Undirected,4533,,,3
War_Tracker,MilkSheikh2,Undirected,4534,,,2
Uncle_SamCoco,DailyNewsEgypt,Undirected,4535,,,1
abuhumayra4,Shy_Villain,Undirected,4536,,,2
jj_IIj,Baqiyah_Khilafa,Undirected,4537,,,1
thefIamesofhaqq,PrinceOfFreakz,Undirected,4538,,,1
wayf44rerr,jAbdullah96,Undirected,4539,,,1
mobi_ayubi,StrangerThnRedz,Undirected,4540,,,2
MaghrabiArabi,Lompemann,Undirected,4541,,,1
assimalhakeem,_IshfaqAhmad,Undirected,4542,,,2
al_Ishaq_,AsimAbuMerjem,Undirected,4543,,,1
warrnews,DeptofDefense,Undirected,4544,,,1
thearabsource,NaseemAhmed50,Undirected,4545,,,2
wayf44rerr,warrnews,Undirected,4546,,,2
cjwerleman,_IshfaqAhmad,Undirected,4547,,,1
ridvan_memishi,AsimAbuMerjem,Undirected,4548,,,1
sayed_ridha,MaghrabiArabi,Undirected,4549,,,1
Nidalgazaui,M_Seloom,Undirected,4550,,,1
JohnsonsBot,Jazrawi_Sinai,Undirected,4551,,,2
RamiAlLolah,MaghrebiWM,Undirected,4552,,,2
Uncle_SamCoco,ImamGoogle,Undirected,4553,,,1
RamiAlLolah,BernieSanders,Undirected,4554,,,1
nwarikoo,mobi_ayubi,Undirected,4555,,,1
IslamSupreme,DawlaWitness11,Undirected,4556,,,2
mobi_ayubi,MSF,Undirected,4557,,,1
mobi_ayubi,MENAanalyst,Undirected,4558,,,1
Flea1337,BaqiyaIs,Undirected,4559,,,1
ibisib1,WarReporter1,Undirected,4560,,,1
